path,label,loaded,face_detected,fallback_used,x,y,w,h,face_area_ratio
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00427.jpg,real,True,True,False,42,50,181,181,0.4999
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00429.jpg,real,True,True,False,42,52,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00453.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00466.jpg,real,True,True,False,32,37,192,192,0.5625
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00475.jpg,real,True,True,False,40,59,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00477.jpg,real,True,True,False,45,61,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00483.jpg,real,True,True,False,43,49,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00498.jpg,real,True,True,False,45,50,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00508.jpg,real,True,True,False,40,54,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00520.jpg,real,True,True,False,52,62,158,158,0.3809
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00530.jpg,real,True,True,False,44,63,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00535.jpg,real,True,True,False,46,62,156,156,0.3713
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00541.jpg,real,True,True,False,54,60,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00550.jpg,real,True,True,False,42,53,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00559.jpg,real,True,True,False,39,53,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00561.jpg,real,True,True,False,58,70,141,141,0.3034
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00567.jpg,real,True,True,False,38,54,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00569.jpg,real,True,True,False,39,53,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00589.jpg,real,True,True,False,40,52,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00595.jpg,real,True,True,False,37,56,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00601.jpg,real,True,True,False,39,51,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00615.jpg,real,True,True,False,44,53,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00625.jpg,real,True,True,False,46,55,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00628.jpg,real,True,True,False,42,48,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00635.jpg,real,True,True,False,44,56,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00639.jpg,real,True,True,False,52,59,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00647.jpg,real,True,True,False,43,55,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00666.jpg,real,True,True,False,40,51,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00699.jpg,real,True,True,False,36,56,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00704.jpg,real,True,True,False,44,45,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00707.jpg,real,True,True,False,45,63,162,162,0.4005
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00720.jpg,real,True,True,False,41,56,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00723.jpg,real,True,True,False,39,58,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00725.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00739.jpg,real,True,True,False,45,58,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00744.jpg,real,True,True,False,48,61,156,156,0.3713
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00757.jpg,real,True,True,False,41,53,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00762.jpg,real,True,True,False,27,53,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00772.jpg,real,True,True,False,45,57,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00794.jpg,real,True,True,False,40,52,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00801.jpg,real,True,True,False,42,62,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00803.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00823.jpg,real,True,True,False,36,57,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00828.jpg,real,True,True,False,36,48,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00829.jpg,real,True,True,False,37,43,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00835.jpg,real,True,True,False,35,53,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00849.jpg,real,True,True,False,39,51,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00855.jpg,real,True,True,False,40,50,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00858.jpg,real,True,True,False,54,64,148,148,0.3342
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00862.jpg,real,True,True,False,40,52,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00872.jpg,real,True,True,False,41,55,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00879.jpg,real,True,True,False,41,53,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00886.jpg,real,True,True,False,38,52,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00888.jpg,real,True,True,False,45,56,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00901.jpg,real,True,True,False,41,55,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00908.jpg,real,True,True,False,52,51,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00911.jpg,real,True,True,False,50,60,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00923.jpg,real,True,True,False,48,58,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00925.jpg,real,True,True,False,46,62,162,162,0.4005
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00934.jpg,real,True,True,False,28,40,197,197,0.5922
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00936.jpg,real,True,True,False,47,57,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00943.jpg,real,True,True,False,39,44,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00950.jpg,real,True,True,False,46,56,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00971.jpg,real,True,True,False,63,70,152,152,0.3525
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00973.jpg,real,True,True,False,46,61,163,163,0.4054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00974.jpg,real,True,True,False,48,60,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00985.jpg,real,True,True,False,53,67,136,136,0.2822
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00987.jpg,real,True,True,False,38,56,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_00988.jpg,real,True,True,False,47,56,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01004.jpg,real,True,True,False,42,54,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01026.jpg,real,True,True,False,48,58,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01037.jpg,real,True,True,False,51,67,138,138,0.2906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01071.jpg,real,True,True,False,47,61,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01080.jpg,real,True,True,False,31,40,196,196,0.5862
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01105.jpg,real,True,True,False,51,54,158,158,0.3809
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01114.jpg,real,True,True,False,55,57,158,158,0.3809
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01124.jpg,real,True,True,False,41,56,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01128.jpg,real,True,True,False,46,55,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01154.jpg,real,True,True,False,40,56,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01162.jpg,real,True,True,False,37,59,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01179.jpg,real,True,True,False,42,55,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01185.jpg,real,True,True,False,43,56,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01188.jpg,real,True,True,False,39,52,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01201.jpg,real,True,True,False,50,65,153,153,0.3572
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01221.jpg,real,True,True,False,41,58,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01239.jpg,real,True,True,False,37,47,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01261.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01286.jpg,real,True,True,False,52,67,152,152,0.3525
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01302.jpg,real,True,True,False,44,52,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01303.jpg,real,True,True,False,33,45,186,186,0.5279
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01307.jpg,real,True,True,False,43,56,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01315.jpg,real,True,True,False,36,50,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01319.jpg,real,True,True,False,35,51,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01330.jpg,real,True,True,False,47,53,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01333.jpg,real,True,True,False,50,61,157,157,0.3761
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01336.jpg,real,True,True,False,37,50,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01339.jpg,real,True,True,False,41,55,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01348.jpg,real,True,True,False,40,53,173,173,0.4567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01352.jpg,real,True,True,False,58,69,147,147,0.3297
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01354.jpg,real,True,True,False,37,48,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01359.jpg,real,True,True,False,37,51,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01360.jpg,real,True,True,False,43,54,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01370.jpg,real,True,True,False,34,45,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01377.jpg,real,True,True,False,52,65,157,157,0.3761
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01381.jpg,real,True,True,False,45,62,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01422.jpg,real,True,True,False,40,56,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01426.jpg,real,True,True,False,41,49,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01429.jpg,real,True,True,False,41,52,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01432.jpg,real,True,True,False,37,61,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01445.jpg,real,True,True,False,36,50,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01449.jpg,real,True,True,False,40,53,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01450.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01456.jpg,real,True,True,False,32,42,192,192,0.5625
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01467.jpg,real,True,True,False,27,45,201,201,0.6165
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01469.jpg,real,True,True,False,52,59,161,161,0.3955
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01490.jpg,real,True,True,False,63,70,141,141,0.3034
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01491.jpg,real,True,True,False,56,60,148,148,0.3342
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01533.jpg,real,True,True,False,37,49,187,187,0.5336
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01536.jpg,real,True,True,False,40,52,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01548.jpg,real,True,True,False,42,56,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01551.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01559.jpg,real,True,True,False,49,51,161,161,0.3955
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01572.jpg,real,True,True,False,40,56,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01576.jpg,real,True,True,False,42,54,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01589.jpg,real,True,True,False,33,49,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01598.jpg,real,True,True,False,43,54,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01607.jpg,real,True,True,False,43,57,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01618.jpg,real,True,True,False,28,41,197,197,0.5922
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01632.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01637.jpg,real,True,True,False,47,50,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01639.jpg,real,True,True,False,41,51,179,179,0.4889
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01660.jpg,real,True,True,False,39,51,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01675.jpg,real,True,True,False,49,65,155,155,0.3666
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01693.jpg,real,True,True,False,44,59,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01694.jpg,real,True,True,False,43,52,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01699.jpg,real,True,True,False,40,52,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01741.jpg,real,True,True,False,43,55,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01772.jpg,real,True,True,False,46,55,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01788.jpg,real,True,True,False,34,47,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01789.jpg,real,True,True,False,52,65,160,160,0.3906
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01800.jpg,real,True,True,False,33,46,191,191,0.5567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01802.jpg,real,True,True,False,34,49,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01806.jpg,real,True,True,False,34,43,186,186,0.5279
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01812.jpg,real,True,True,False,38,48,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01814.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01822.jpg,real,True,True,False,58,72,140,140,0.2991
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01827.jpg,real,True,True,False,42,52,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01832.jpg,real,True,True,False,46,64,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01836.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01843.jpg,real,True,True,False,33,43,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01845.jpg,real,True,True,False,44,53,171,171,0.4462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01846.jpg,real,True,True,False,46,55,172,172,0.4514
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01874.jpg,real,True,True,False,49,63,157,157,0.3761
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01884.jpg,real,True,True,False,42,58,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01901.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01906.jpg,real,True,True,False,51,65,153,153,0.3572
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01920.jpg,real,True,True,False,47,61,151,151,0.3479
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01922.jpg,real,True,True,False,41,61,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01923.jpg,real,True,True,False,37,57,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01944.jpg,real,True,True,False,36,51,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01949.jpg,real,True,True,False,37,53,182,182,0.5054
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01951.jpg,real,True,True,False,51,52,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01958.jpg,real,True,False,True,,,,,
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01965.jpg,real,True,True,False,38,49,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01976.jpg,real,True,True,False,39,52,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01992.jpg,real,True,True,False,45,55,168,168,0.4307
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01995.jpg,real,True,True,False,33,48,188,188,0.5393
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\real\real_01999.jpg,real,True,True,False,24,44,191,191,0.5567
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00029.jpg,fake,True,True,False,41,57,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00030.jpg,fake,True,True,False,45,57,167,167,0.4256
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00037.jpg,fake,True,True,False,45,69,165,165,0.4154
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00039.jpg,fake,True,True,False,37,55,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00040.jpg,fake,True,True,False,42,56,170,170,0.441
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00044.jpg,fake,True,True,False,40,50,174,174,0.462
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00050.jpg,fake,True,True,False,41,52,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00058.jpg,fake,True,True,False,40,51,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00067.jpg,fake,True,True,False,41,52,180,180,0.4944
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00088.jpg,fake,True,True,False,35,54,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00104.jpg,fake,True,True,False,37,44,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00113.jpg,fake,True,True,False,42,57,176,176,0.4727
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00118.jpg,fake,True,True,False,35,47,190,190,0.5508
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00124.jpg,fake,True,True,False,36,48,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00130.jpg,fake,True,True,False,37,52,187,187,0.5336
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00180.jpg,fake,True,True,False,34,46,187,187,0.5336
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00182.jpg,fake,True,True,False,42,52,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00184.jpg,fake,True,True,False,37,52,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00188.jpg,fake,True,True,False,38,48,178,178,0.4835
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00190.jpg,fake,True,True,False,42,58,169,169,0.4358
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00193.jpg,fake,True,True,False,46,59,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00194.jpg,fake,True,True,False,34,49,189,189,0.5451
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00197.jpg,fake,True,True,False,34,45,185,185,0.5222
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00199.jpg,fake,True,True,False,35,50,183,183,0.511
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00201.jpg,fake,True,True,False,39,53,177,177,0.478
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00203.jpg,fake,True,True,False,46,62,164,164,0.4104
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00217.jpg,fake,True,True,False,46,58,166,166,0.4205
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00244.jpg,fake,True,True,False,43,58,175,175,0.4673
C:\Users\Akarsh\Desktop\SIH-ML-Models\data\fake\fake_00246.jpg,fake,True,True,False,42,53,174,174,0.462
